,purpose,int.rate,installment,annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
15910,debt_consolidation,0.1439,262.93,17601.86,14.22,668,1201,6068.0,90.0,0,0,0,0
15911,all_other,0.1603,251.52,75955.0,8.37,744,14755,8329.0,83.7,0,0,0,0
15912,debt_consolidation,0.1508,80.84,59188.77,23.54,643,630,8661.0,63.4,3,0,0,0
15913,home_improvement,0.0971,57.2,25096.96,1.96,794,3818,186.0,35.0,1,0,0,0
15914,major_purchase,0.1232,209.54,78752.9,2.61,750,2706,2739.0,53.4,1,0,0,0
15915,home_improvement,0.1139,559.45,81445.68,5.11,742,8311,28811.0,56.6,1,0,0,0
15916,credit_card,0.1325,62.73,43528.21,10.93,674,2667,4648.0,92.5,1,0,0,0
15917,all_other,0.1111,97.71,34554.49,18.23,668,3116,15287.0,93.1,0,0,0,1
15918,all_other,0.0715,32.43,38813.26,5.49,761,2167,1880.0,0.2,0,0,0,0
15919,home_improvement,0.072,76.65,22897.72,0.81,777,3653,8547.0,22.8,2,0,0,0
15920,debt_consolidation,0.1392,336.43,90852.84,22.6,704,7118,28517.0,48.5,0,0,0,0
15921,debt_consolidation,0.1345,324.11,70561.41,12.65,684,755,10477.0,76.7,1,0,0,0
15922,home_improvement,0.1769,730.47,68096.25,10.75,675,8750,22703.0,84.0,0,0,0,0
15923,major_purchase,0.1394,329.25,55687.52,13.16,676,3536,2648.0,17.7,5,0,0,0
15924,educational,0.1254,70.75,29140.21,20.14,706,1362,6583.0,56.3,0,0,0,0
15925,credit_card,0.1393,229.85,46688.62,18.22,696,3272,21512.0,70.1,0,0,0,0
15926,major_purchase,0.0817,414.45,20773.4,15.56,768,2492,3241.0,4.2,3,0,0,0
15927,debt_consolidation,0.1539,155.18,60208.31,18.89,669,1891,16300.0,78.6,1,0,0,0
15928,home_improvement,0.123,196.73,81185.27,6.7,708,10889,4056.0,55.0,3,0,0,0
15929,major_purchase,0.0951,216.88,31711.73,14.87,719,4868,29114.0,31.8,0,0,0,0
15930,debt_consolidation,0.1309,236.27,139374.98,9.16,724,5202,2329.0,14.8,2,1,0,0
15931,,0.1434,295.62,78031.27,4.73,686,3975,3813.0,25.4,3,1,0,1
15932,all_other,0.1275,107.56,95794.93,14.46,689,4255,31250.0,93.8,3,1,0,0
15933,debt_consolidation,0.1296,298.2,70792.48,21.2,697,6198,8078.0,33.0,5,0,0,0
15934,debt_consolidation,0.1676,617.91,60333.88,12.54,726,7683,3067.0,24.6,1,0,0,0
15935,all_other,0.1335,60.78,44797.65,9.15,691,3109,8346.0,77.5,1,0,0,0
15936,all_other,0.128,377.79,33130.94,6.52,728,1907,6675.0,15.0,0,0,0,0
15937,debt_consolidation,0.1752,886.21,30559.83,13.99,658,1032,5120.0,74.2,4,0,0,1
15938,educational,0.0904,345.72,25643.1,6.82,801,2829,3019.0,11.5,0,0,0,0
15939,educational,0.1382,216.37,65388.86,15.43,652,638,20832.0,94.7,8,0,0,1
15940,credit_card,0.1652,211.06,60837.88,26.87,666,3025,47458.0,96.8,0,0,0,0
15941,credit_card,0.0923,160.27,64372.18,19.49,738,7920,52086.0,53.0,1,0,0,0
15942,credit_card,0.1285,423.24,71070.37,4.98,666,3444,21818.0,73.0,1,1,0,0
15943,educational,0.09,234.44,27211.51,17.19,739,2586,12307.0,65.2,0,0,0,0
15944,educational,0.1561,207.23,45434.73,13.2,644,1350,7289.0,71.1,5,1,0,0
15945,debt_consolidation,0.1558,486.93,32123.06,12.36,668,2693,9482.0,81.0,0,0,0,0
15946,home_improvement,0.1246,683.55,160812.37,23.32,679,4321,154932.0,56.4,4,0,0,0
15947,debt_consolidation,0.1125,173.09,51110.92,26.24,724,2377,9958.0,49.8,0,0,0,0
15948,all_other,0.0869,65.85,75817.05,22.88,684,4374,40401.0,33.0,3,0,0,0
15949,debt_consolidation,0.1663,205.53,55809.91,21.42,674,786,1124.0,80.3,0,0,0,0
15950,small_business,0.1292,399.94,61290.86,21.6,703,5159,5962.0,24.5,0,0,0,0
15951,credit_card,0.1279,723.28,270947.96,4.25,725,7287,22189.0,15.0,1,0,0,0
15952,credit_card,0.1326,44.02,19867.68,5.65,656,7546,11965.0,91.9,0,0,0,0
15953,all_other,0.1053,74.01,42473.42,19.27,744,5888,43929.0,32.4,2,0,0,0
15954,debt_consolidation,0.1236,204.02,108269.43,20.35,689,6148,11246.0,91.8,1,0,0,0
15955,home_improvement,0.1184,774.17,140140.92,12.42,697,1784,3523.0,14.3,0,0,0,1
15956,credit_card,0.0699,358.99,77906.87,22.27,801,10637,30960.0,6.2,0,0,0,0
15957,home_improvement,0.1713,150.46,217724.34,18.76,668,6337,134271.0,50.4,12,0,0,0
15958,debt_consolidation,0.1542,283.26,35124.3,16.91,641,1834,11464.0,75.3,1,0,0,1
15959,debt_consolidation,0.0977,110.01,42256.92,8.44,725,4458,5672.0,28.2,0,0,0,0
15960,major_purchase,0.0736,309.79,59415.74,12.67,764,8039,15511.0,43.2,2,0,0,0
15961,debt_consolidation,0.1259,172.07,26518.77,14.55,703,3338,14998.0,101.3,0,0,0,0
15962,home_improvement,0.1265,647.43,82285.87,1.01,704,2235,1427.0,13.3,1,0,0,1
15963,small_business,0.1308,415.57,61199.09,2.0,674,3109,3016.0,57.8,0,0,0,1
15964,debt_consolidation,0.1101,354.32,40508.28,15.06,703,5399,5908.0,70.6,3,0,0,1
15965,major_purchase,0.0742,148.52,88513.7,0.77,759,3242,4249.0,6.9,2,0,0,0
15966,small_business,0.1493,112.54,75865.57,7.89,690,1300,8982.0,89.1,3,0,0,1
15967,educational,0.1099,391.22,29269.59,8.31,732,2059,1008.0,14.3,0,0,0,0
15968,,0.1317,633.86,133112.92,15.02,703,6987,3405.0,37.4,5,0,0,1
15969,home_improvement,0.125,553.56,115848.87,6.91,699,4387,2919.0,71.6,0,0,0,0
15970,debt_consolidation,0.1591,255.28,36056.57,14.34,643,2515,5524.0,71.4,1,0,0,0
15971,all_other,0.1202,189.64,12596.86,19.73,688,7671,3945.0,55.7,0,0,0,0
15972,debt_consolidation,0.1467,91.14,32896.76,21.27,665,4163,21109.0,62.5,3,0,0,1
15973,debt_consolidation,0.1358,26.39,44062.03,24.57,655,2034,11501.0,78.1,1,0,0,0
15974,all_other,0.1163,451.36,138245.84,3.27,739,2897,2218.0,90.3,0,0,0,0
15975,educational,0.1309,264.73,21027.42,1.54,657,7023,886.0,19.4,6,1,0,0
15976,credit_card,0.1541,547.64,47041.94,15.89,678,2997,22771.0,78.2,0,0,0,1
15977,major_purchase,0.1489,319.94,46780.53,11.97,727,2703,1770.0,5.5,1,0,0,0
15978,all_other,0.0833,227.13,78657.39,0.41,784,7001,608.0,0.7,4,0,0,0
15979,,0.1349,409.54,63220.97,21.45,696,11947,25958.0,27.4,3,0,0,0
15980,educational,0.1586,49.97,27111.08,21.47,654,777,1886.0,80.2,0,0,0,0
15981,debt_consolidation,0.0895,69.35,29474.85,14.74,723,5754,8458.0,47.8,0,0,0,0
15982,educational,0.1277,268.51,33178.54,18.07,673,3868,46701.0,74.6,1,0,0,0
15983,major_purchase,0.1025,241.03,78319.34,6.66,791,4463,2919.0,3.7,1,0,0,0
15984,debt_consolidation,0.1258,340.47,64893.47,8.72,743,3331,2910.0,59.7,0,0,0,0
15985,major_purchase,0.1251,44.91,50239.44,8.06,707,2854,5583.0,29.4,1,0,0,1
15986,educational,0.1387,50.83,11225.04,8.62,711,1746,910.0,46.8,0,0,0,0
15987,major_purchase,0.0879,158.04,75305.66,5.4,747,6058,457.0,8.0,2,0,0,0
15988,home_improvement,0.0703,156.89,80774.71,5.39,776,12884,5598.0,1.3,0,0,0,0
15989,debt_consolidation,0.1586,189.54,54479.85,17.34,673,4620,4706.0,77.4,0,0,0,1
15990,home_improvement,0.1091,251.73,34521.13,2.84,794,10979,3448.0,28.2,0,0,0,0
15991,credit_card,0.0733,263.5,38339.35,5.7,770,5146,2791.0,15.5,0,0,0,0
15992,all_other,0.1428,52.3,105120.9,12.04,673,4203,17271.0,68.9,0,0,0,0
15993,small_business,0.1234,351.19,47382.95,3.65,711,3758,3447.0,25.2,5,0,0,0
15994,home_improvement,0.1275,346.9,101611.66,6.68,710,2755,5594.0,38.6,0,0,0,0
15995,all_other,0.084,202.17,59624.95,0.76,793,6957,4285.0,39.1,0,0,0,0
15996,credit_card,0.0979,198.13,51842.9,19.29,717,7055,24534.0,52.2,0,0,0,0
15997,credit_card,0.1006,145.91,98338.71,22.84,714,4361,17048.0,80.0,0,0,0,0
15998,major_purchase,0.128,494.33,77341.31,19.01,668,3678,3316.0,90.3,2,0,0,0
15999,small_business,0.082,213.3,67141.57,13.56,777,5670,41589.0,19.6,1,0,0,0
16000,small_business,0.1992,895.26,135320.28,17.09,672,2308,32352.0,61.7,8,0,0,1
16001,credit_card,0.1388,728.78,180956.53,19.2,714,6946,32476.0,93.0,0,0,0,0
16002,small_business,0.1367,347.7,62672.61,5.78,698,6775,7638.0,64.3,2,1,0,1
16003,home_improvement,0.116,203.44,54651.03,6.58,731,3861,2406.0,18.4,1,0,0,0
16004,all_other,0.0764,105.24,92432.14,24.19,764,14921,50713.0,36.8,3,0,0,0
16005,all_other,0.0681,76.76,47558.83,16.49,746,4017,4729.0,31.5,0,0,0,1
16006,small_business,0.1333,805.09,96852.24,9.2,707,1555,5169.0,10.0,0,0,0,0
16007,credit_card,0.1295,170.68,60295.34,19.3,698,4147,22616.0,91.3,0,0,0,0
16008,home_improvement,0.1565,97.64,78345.37,1.86,696,1802,1586.0,71.2,0,0,0,0
16009,home_improvement,0.0801,341.62,61657.71,18.92,758,6733,34720.0,20.1,0,0,0,0
16010,home_improvement,0.1221,499.31,85618.1,10.36,733,3723,5455.0,9.7,1,0,0,0
16011,small_business,0.1389,815.18,95912.06,19.19,781,5631,31094.0,31.6,0,0,0,0
16012,credit_card,0.1207,258.82,44676.9,17.85,691,6556,679.0,50.5,0,0,0,0
16013,all_other,0.0777,317.13,66880.65,5.46,764,7623,6641.0,39.2,0,0,0,0
16014,all_other,0.1156,183.24,25834.24,7.09,665,2614,1484.0,57.9,2,1,0,0
16015,small_business,0.1395,835.17,99621.15,18.18,751,4701,17250.0,7.1,4,0,0,0
16016,educational,0.152,224.18,108493.42,8.98,644,5604,6495.0,70.3,1,1,0,0
16017,credit_card,0.1316,157.96,101411.89,22.36,651,3250,13036.0,57.2,4,0,0,1
16018,credit_card,0.1512,99.98,104922.99,20.3,676,5660,41922.0,89.3,3,0,0,0
16019,credit_card,0.1837,190.88,61810.1,18.28,686,6879,14578.0,58.6,0,0,0,0
16020,credit_card,0.1275,456.79,102731.28,13.23,683,5474,7668.0,62.7,0,2,0,0
16021,debt_consolidation,0.1676,157.1,51801.93,21.88,648,5571,24313.0,84.2,5,0,0,0
16022,home_improvement,0.0827,218.9,28053.44,16.63,751,6359,5062.0,51.0,0,0,0,0
16023,credit_card,0.1531,329.19,229340.33,16.14,696,4609,94131.0,72.9,2,0,0,0
16024,educational,0.1058,144.52,48371.67,0.59,763,2470,828.0,5.4,3,0,0,0
16025,all_other,0.1314,212.85,54000.95,13.99,730,4412,8625.0,54.7,0,0,0,0
16026,major_purchase,0.1443,237.59,43758.25,12.99,705,7012,21231.0,30.2,3,3,0,0
16027,credit_card,0.1202,88.88,96897.68,19.1,720,7846,19377.0,77.5,3,0,0,0
16028,home_improvement,0.1178,298.01,41075.32,14.75,725,6600,25949.0,91.4,3,0,0,0
16029,major_purchase,0.133,229.33,63437.77,11.45,660,2406,4485.0,59.5,0,0,0,0
16030,educational,0.1211,46.2,25688.15,22.72,669,2865,44692.0,43.9,2,0,1,0
16031,major_purchase,0.0898,230.86,76077.49,1.53,759,5738,35595.0,61.2,0,0,0,0
16032,major_purchase,0.1391,92.6,40095.12,16.65,672,2287,13486.0,69.0,1,0,0,0
16033,debt_consolidation,0.119,183.57,42333.22,22.3,705,5201,8685.0,50.6,1,0,0,0
16034,all_other,0.1329,152.93,43393.97,16.29,670,8099,42556.0,92.3,2,0,0,0
16035,credit_card,0.1108,514.34,42722.36,16.28,740,6911,24385.0,48.7,1,2,0,0
16036,educational,0.1334,679.64,91174.99,11.35,719,2690,3466.0,20.6,2,0,0,0
16037,educational,0.1208,314.67,27654.03,17.98,656,5112,12993.0,65.8,3,0,1,0
16038,all_other,0.0682,178.76,50237.16,11.99,738,7277,2124.0,52.5,2,0,0,0
16039,all_other,0.1374,254.62,117657.61,1.51,690,5503,128.0,3.3,1,0,0,0
16040,credit_card,0.1261,368.87,40442.76,12.04,696,4096,4474.0,68.2,0,0,0,0
16041,debt_consolidation,0.1177,452.99,83981.1,7.25,751,4580,583.0,6.7,1,0,0,0
16042,small_business,0.0986,367.99,47302.43,19.47,710,3201,13328.0,38.1,1,0,0,0
16043,credit_card,0.1958,406.39,51664.32,11.51,682,1189,22905.0,100.4,0,0,0,0
16044,educational,0.0803,242.79,21045.3,3.77,763,6754,799.0,43.8,0,0,0,0
16045,home_improvement,0.1108,196.45,149211.63,6.56,657,5052,4190.0,78.4,1,1,0,0
16046,credit_card,0.1469,129.28,54863.29,7.44,666,4389,10743.0,62.1,3,0,1,0
16047,small_business,0.0978,227.06,60360.68,10.86,718,9030,1227.0,12.8,1,0,0,0
16048,home_improvement,0.1243,301.92,51885.51,10.53,715,4218,2730.0,17.9,3,0,0,0
16049,all_other,0.1027,71.88,42548.8,5.59,772,5957,2597.0,3.0,0,0,0,0
16050,educational,0.1453,149.7,36942.36,7.27,665,3980,29132.0,93.5,3,0,0,1
16051,credit_card,0.1285,180.18,36070.71,18.51,677,8350,17811.0,56.6,0,0,0,1
16052,credit_card,0.1251,354.99,22310.58,25.51,681,10501,18901.0,64.8,0,0,0,0
16053,home_improvement,0.2126,894.32,172047.11,14.54,690,3184,14553.0,10.6,12,0,0,0
16054,all_other,0.0774,119.18,39804.34,6.15,702,1662,1497.0,46.8,2,0,0,0
16055,small_business,0.1201,312.48,81864.07,1.14,752,5800,2246.0,19.1,4,0,1,1
16056,all_other,0.1242,290.75,82126.03,4.9,715,7179,17812.0,40.5,1,1,0,1
16057,small_business,0.1546,394.59,80226.44,3.19,677,1830,3072.0,91.8,0,0,0,0
16058,all_other,0.1324,327.43,139901.06,14.53,687,7875,35571.0,94.1,1,0,0,0
16059,small_business,0.1363,171.42,23577.28,2.79,666,3829,1318.0,24.1,3,0,0,1
16060,credit_card,0.1424,244.75,57466.7,21.53,670,4253,24928.0,85.6,3,0,0,0
16061,home_improvement,0.0838,62.15,16129.07,14.94,776,6548,1360.0,15.3,1,0,0,0
16062,major_purchase,0.08,254.34,59311.07,10.91,730,2170,3496.0,15.8,0,0,0,0
16063,debt_consolidation,0.0988,320.66,61975.34,7.79,748,3670,21305.0,37.4,1,0,0,0
16064,home_improvement,0.0793,364.33,94542.89,10.45,773,5819,12037.0,5.6,2,0,0,0
16065,credit_card,0.1168,187.65,61010.59,10.36,690,3191,1531.0,39.9,5,0,0,1
16066,debt_consolidation,0.1408,294.34,29280.38,10.5,711,2971,5363.0,45.3,1,0,0,0
16067,debt_consolidation,0.0717,46.03,46322.07,21.01,752,5504,58186.0,7.9,2,0,0,0
16068,all_other,0.1359,56.18,93648.86,23.17,690,3057,58849.0,93.6,0,0,0,0
16069,debt_consolidation,0.1065,186.61,31786.13,19.23,676,6615,78213.0,72.0,1,0,0,1
16070,major_purchase,0.0967,299.75,79359.19,5.37,760,3591,7301.0,21.0,0,0,0,0
16071,debt_consolidation,0.1116,502.64,34967.64,15.0,705,5064,5193.0,22.3,0,0,0,0
16072,major_purchase,0.0736,284.14,58404.94,5.09,737,5982,6864.0,28.1,3,0,0,0
16073,credit_card,0.1046,161.17,107065.01,10.51,747,3603,9966.0,91.4,0,0,0,0
16074,credit_card,0.0952,648.18,288790.18,18.24,729,8367,50133.0,45.7,0,0,0,0
16075,all_other,0.0774,212.89,21931.91,16.08,711,6379,2162.0,2.3,2,0,0,0
16076,small_business,0.1336,375.87,120787.3,9.55,703,4233,23423.0,41.3,3,0,0,0
16077,credit_card,0.1364,194.67,45231.67,17.97,654,2763,12681.0,64.4,1,1,0,0
16078,credit_card,0.1215,325.96,27611.46,10.44,673,4344,3879.0,6.1,0,0,0,0
16079,educational,0.1444,47.46,14619.42,22.21,663,1185,890.0,64.0,3,0,0,0
16080,small_business,0.1425,177.17,82406.63,12.14,681,2214,11979.0,56.5,2,1,0,1
16081,debt_consolidation,0.1012,562.13,92920.87,24.21,769,4705,43633.0,18.1,6,0,0,0
16082,educational,0.0969,272.02,60859.91,1.11,805,9672,1677.0,2.1,0,0,0,0
16083,home_improvement,0.1001,153.77,74509.31,6.01,718,5017,1134.0,43.3,1,0,0,0
16084,educational,0.093,115.97,22055.0,16.15,768,10181,1879.0,2.9,0,0,0,0
16085,educational,0.1296,334.59,35082.01,7.76,689,2651,2444.0,77.6,3,0,0,1
16086,educational,0.1064,427.75,88876.63,1.51,760,1828,719.0,6.8,1,0,0,0
16087,home_improvement,0.0772,349.07,37445.34,7.57,797,3450,2301.0,8.3,0,0,0,0
16088,credit_card,0.1497,616.74,73541.93,12.05,717,3614,24217.0,55.9,0,0,0,0
16089,,0.1435,70.67,76319.34,16.71,655,3603,27809.0,59.0,1,0,0,1
16090,educational,0.1255,120.73,18606.59,10.3,694,2139,1988.0,2.1,3,0,0,1
16091,credit_card,0.0873,165.61,44799.93,18.11,700,5014,3264.0,44.4,0,0,0,0
16092,major_purchase,0.1694,245.94,15598.87,14.21,678,1775,9088.0,53.8,1,0,0,0
16093,debt_consolidation,0.1099,206.47,61731.54,1.55,721,4057,3633.0,26.1,0,0,0,0
16094,all_other,0.0937,147.69,78159.68,22.68,709,5392,20167.0,27.2,2,0,0,0
16095,home_improvement,0.1371,319.67,51258.91,11.42,698,3508,4875.0,16.3,1,0,0,0
16096,small_business,0.1657,516.9,48264.76,4.74,655,3275,18558.0,71.2,0,0,0,1
16097,credit_card,0.127,173.17,69359.13,23.43,690,3451,25398.0,98.5,0,0,0,0
16098,home_improvement,0.1224,181.84,56358.31,2.31,714,5459,3662.0,15.6,1,0,0,0
16099,small_business,0.1759,339.27,41390.45,4.99,681,5214,2381.0,27.4,3,0,0,1
16100,debt_consolidation,0.1147,188.17,61491.43,6.63,696,5033,20188.0,26.6,3,0,0,0
16101,debt_consolidation,0.1471,119.14,45915.64,14.64,669,2666,9411.0,64.8,0,0,0,0
16102,all_other,0.0883,171.34,34322.85,20.34,687,3417,1663.0,11.3,3,0,0,0
16103,major_purchase,0.1249,67.27,75438.5,17.54,671,7900,20745.0,89.5,0,0,0,0
16104,debt_consolidation,0.1587,812.68,100316.18,20.59,664,4876,24489.0,73.3,0,0,0,0
16105,home_improvement,0.0854,340.23,77454.0,6.8,745,3384,3652.0,2.9,1,0,0,0
16106,home_improvement,0.1298,543.72,41516.08,5.0,714,3789,2868.0,9.4,1,0,0,1
16107,credit_card,0.0838,364.83,98587.38,23.87,749,5027,26499.0,30.1,0,0,0,0
16108,all_other,0.1087,484.66,105979.86,5.04,698,3472,2017.0,27.9,0,0,0,0
16109,debt_consolidation,0.1419,169.89,22048.92,24.83,665,1491,24145.0,102.7,0,0,0,0
16110,debt_consolidation,0.1516,277.18,36918.73,22.08,661,3002,5652.0,60.7,1,1,0,0
16111,educational,0.13,214.74,91859.93,18.66,686,11257,37500.0,32.6,0,0,0,0
16112,debt_consolidation,0.1604,245.63,15631.16,23.52,667,1313,12862.0,92.1,0,0,0,0
16113,small_business,0.1832,891.88,97754.52,4.49,718,2438,4455.0,12.0,6,0,0,1
16114,credit_card,0.0988,67.78,118626.58,19.76,663,6343,52488.0,52.0,2,0,1,0
16115,debt_consolidation,0.143,205.53,62253.71,21.93,694,3611,12355.0,83.6,0,1,0,0
16116,credit_card,0.1029,317.74,65405.2,17.28,727,4094,13821.0,7.7,3,0,1,1
16117,small_business,0.1174,487.18,28317.18,5.82,755,1747,632.0,22.9,0,0,0,0
16118,credit_card,0.1794,294.8,64409.62,14.26,680,6177,4368.0,66.0,1,2,0,0
16119,debt_consolidation,0.1631,697.53,82603.38,9.64,687,5194,6863.0,20.3,4,0,0,1
16120,debt_consolidation,0.1248,667.19,127375.81,7.16,701,6966,8237.0,51.6,0,1,0,0
16121,small_business,0.156,218.3,79296.41,7.92,675,4022,8522.0,79.6,0,2,0,0
16122,credit_card,0.0886,217.83,33615.65,2.15,726,6170,307.0,7.0,0,0,0,0
16123,major_purchase,0.1127,134.67,52194.26,2.5,778,3073,812.0,7.6,0,0,0,0
16124,,0.0823,125.05,48535.68,13.52,774,4766,52994.0,52.1,1,0,0,0
16125,educational,0.0845,413.03,55284.48,3.96,786,3131,2072.0,1.7,2,1,0,0
16126,credit_card,0.1142,391.96,66060.1,3.96,775,3124,26049.0,36.7,0,0,0,0
16127,major_purchase,0.1216,184.12,97204.08,17.21,723,4470,12938.0,24.4,0,0,0,0
16128,,0.1417,703.52,149759.32,14.63,708,6532,72548.0,79.3,1,0,0,0
16129,educational,0.1149,690.82,58575.21,17.49,705,5684,28002.0,62.3,1,0,0,0
16130,home_improvement,0.1426,716.98,75307.81,11.61,709,3865,24155.0,93.5,1,0,0,0
16131,all_other,0.0714,29.21,40391.28,5.93,782,3645,5188.0,34.0,0,0,0,0
16132,small_business,0.1509,523.23,56221.35,23.6,751,8556,163578.0,56.5,1,0,0,0
16133,credit_card,0.1467,102.42,156659.26,13.1,676,3605,33434.0,98.5,1,0,0,0
16134,all_other,0.1282,486.13,53865.78,5.09,696,7039,6488.0,26.0,8,0,0,1
16135,,0.0836,312.86,44171.67,17.86,763,4249,11012.0,29.6,2,0,0,0
16136,educational,0.1268,195.09,24486.34,24.27,676,3715,17555.0,86.3,0,0,0,0
16137,educational,0.1498,169.12,34407.91,14.79,708,1977,1090.0,6.2,1,0,0,0
16138,debt_consolidation,0.2113,265.4,75692.39,16.03,693,2053,23343.0,72.5,0,0,0,0
16139,all_other,0.0868,208.95,126483.76,1.8,718,1516,2774.0,31.6,3,0,0,0
16140,small_business,0.1027,75.24,34725.88,15.37,719,2372,19240.0,75.9,0,0,0,0
16141,debt_consolidation,0.127,374.53,25741.88,18.03,770,3873,11523.0,7.3,0,0,0,0
16142,small_business,0.1447,217.81,57643.32,13.84,650,4897,9141.0,83.6,8,0,0,1
16143,all_other,0.0771,197.87,63081.07,20.36,760,7727,47720.0,73.9,0,0,0,0
16144,credit_card,0.1399,379.55,64265.5,3.39,735,2552,18661.0,89.0,0,0,0,0
16145,all_other,0.0676,196.04,32132.6,9.0,755,5468,2157.0,8.6,1,0,0,0
16146,,0.1331,224.94,37010.12,20.54,687,6980,9074.0,27.5,1,3,0,0
16147,small_business,0.1533,730.08,51578.27,1.97,739,3247,918.0,9.3,1,0,0,0
16148,educational,0.0658,146.22,41569.94,8.17,773,4335,2666.0,3.0,0,0,0,0
16149,small_business,0.1301,161.82,25941.08,2.19,708,2200,762.0,39.9,0,0,0,1
16150,educational,0.1096,189.04,34115.11,2.57,683,6064,1232.0,32.6,2,0,0,0
16151,educational,0.1001,54.45,75909.05,3.26,713,3093,1712.0,13.2,2,0,0,0
16152,major_purchase,0.0704,89.32,70496.57,2.56,724,3809,377.0,0.6,2,0,0,0
16153,small_business,0.164,69.88,25780.82,16.6,655,2635,4311.0,55.2,8,3,0,1
16154,home_improvement,0.1307,611.31,64340.29,14.72,746,5452,4920.0,3.5,2,0,0,0
16155,credit_card,0.1576,145.29,42208.62,18.05,673,3135,44207.0,71.7,4,0,0,1
16156,credit_card,0.1397,341.0,71787.27,24.59,641,3204,18018.0,79.9,1,0,0,0
16157,debt_consolidation,0.1183,346.99,72476.37,20.27,686,3756,12769.0,56.0,3,0,0,0
16158,major_purchase,0.1158,67.31,25347.51,18.53,683,1263,4402.0,28.0,0,0,0,0
16159,debt_consolidation,0.096,230.21,62335.21,23.22,704,1342,4876.0,29.0,5,0,1,1
16160,credit_card,0.1325,278.52,20298.33,11.15,704,3671,668.0,2.1,0,0,0,0
16161,educational,0.0789,166.76,68008.64,3.96,729,3864,45076.0,41.9,2,0,0,0
16162,small_business,0.1532,221.05,81774.44,0.6,681,2301,3002.0,7.9,0,0,0,0
16163,major_purchase,0.1216,84.68,66179.01,8.15,692,7086,25212.0,31.7,3,3,0,0
16164,credit_card,0.0981,152.32,31181.78,8.06,681,3907,25213.0,81.5,0,0,0,0
16165,debt_consolidation,0.1408,508.34,72476.49,20.76,672,2631,1017.0,49.1,1,1,0,0
16166,credit_card,0.1313,519.43,49680.22,15.73,685,2859,15957.0,41.8,3,0,0,0
16167,educational,0.0771,85.34,69086.1,1.72,749,4767,3204.0,52.2,0,0,1,0
16168,all_other,0.1305,641.57,100849.1,5.16,713,6307,7896.0,15.7,0,1,0,0
16169,small_business,0.1186,362.7,87163.06,21.97,713,3570,58615.0,83.8,0,1,0,0
16170,credit_card,0.1456,679.92,177372.34,10.11,719,5554,9489.0,66.4,0,0,0,0
16171,credit_card,0.1484,507.46,58863.04,26.12,696,7952,30946.0,71.9,1,0,0,0
16172,home_improvement,0.1517,68.31,32791.04,20.05,666,2925,27403.0,96.1,1,0,0,0
16173,credit_card,0.1172,361.21,47089.23,22.84,701,5556,19600.0,64.4,2,0,0,0
16174,debt_consolidation,0.093,76.56,66196.88,6.78,722,5525,5807.0,25.5,0,0,0,0
16175,credit_card,0.1038,142.48,48841.11,5.15,715,3892,3240.0,21.6,0,0,0,0
16176,debt_consolidation,0.1063,246.97,48780.83,11.35,757,4304,5820.0,51.2,3,0,1,0
16177,all_other,0.1383,84.6,32237.13,18.3,719,3339,3541.0,61.1,0,0,0,0
16178,debt_consolidation,0.0948,235.62,55529.92,12.66,772,7161,9745.0,64.7,0,0,0,0
16179,small_business,0.1426,672.82,42180.58,18.99,725,3909,3073.0,84.4,1,0,0,0
16180,credit_card,0.0983,160.04,44860.47,5.82,732,8207,6489.0,13.5,0,1,0,0
16181,credit_card,0.1508,225.1,65027.61,15.47,687,4410,9175.0,56.1,0,0,0,0
16182,small_business,0.184,474.43,52974.32,15.88,668,3384,17340.0,84.8,0,0,0,1
16183,debt_consolidation,0.1989,287.77,20312.33,8.65,625,970,3379.0,82.8,1,0,0,0
16184,debt_consolidation,0.1621,45.78,16105.57,19.27,641,1461,1508.0,100.9,1,0,0,0
16185,home_improvement,0.1142,180.11,52966.25,14.44,711,3247,1736.0,10.1,4,0,0,1
16186,all_other,0.1235,495.12,82024.18,13.88,757,5344,2557.0,43.6,0,0,0,0
16187,credit_card,0.1138,89.2,18138.14,16.28,726,4820,3843.0,58.8,0,0,0,0
16188,all_other,0.113,47.13,20867.65,6.24,664,2554,4058.0,24.6,0,0,0,1
16189,,0.0758,171.39,15099.83,14.74,745,5345,47856.0,36.3,1,0,0,0
16190,debt_consolidation,0.124,503.85,32775.72,10.82,676,3351,18251.0,99.9,0,0,0,0
16191,educational,0.0781,62.96,52365.1,18.27,763,5413,3975.0,4.1,1,0,0,0
16192,debt_consolidation,0.127,488.58,34649.97,21.81,679,2655,2622.0,60.2,0,0,0,0
16193,major_purchase,0.1348,79.87,16284.8,1.78,693,1640,4972.0,31.9,1,0,0,0
16194,small_business,0.1216,182.64,71027.87,3.72,735,3267,2975.0,9.6,2,0,0,1
16195,home_improvement,0.1309,345.79,27504.49,9.57,662,4495,5160.0,66.4,1,0,0,0
16196,small_business,0.0925,477.68,48574.13,12.49,783,5379,99931.0,4.7,0,0,0,0
16197,debt_consolidation,0.1132,289.24,51569.97,7.84,718,5804,29975.0,53.2,1,0,0,0
16198,debt_consolidation,0.0945,327.18,47000.05,1.64,794,3300,2074.0,8.8,0,0,0,0
